Transaction_ID,Sales_Agent_ID,Sales_Agent_Name,Customer_ID,Customer_Name,Product_ID,Product_Name,Date_of_Sale,Units_Sold,Unit_Price,Total_Sale_Amount,Approved_Rebate_Rate,Approved_Incentive_Rate
T202508-01315,S024,Agent 24,C0014,Customer 14,P007,Product A7,2025-08-30,20,52.65,1053.00,0.0500,0.0200
T202508-01316,S005,Agent 5,C0214,Customer 214,P022,Product C2,2025/08/11,1,50.51,50.51,0.0000,0.0200
T202508-01317,S023,Agent 23,C0206,Customer 206,P003,Product A3,2025-08-16,15,123.65,1854.75,0.0500,0.0200
T202508-01318,S001,Agent 1,C0085,Customer 85,P006,Product A6,2025-08-07,18,71.86,1293.48,0.0700,0.0200
T202508-01319,S007, Agent 7 ,C0140, Customer 140 ,P014,Product B4,2025-08-18,9,91.13,820.17,0.1000,0.0200
T202508-01320,S016,Agent 16,C0160,Customer 160,P019,Product B9,08-23-25,5,179.53,897.65,0.1000,0.0200
T202508-01321,S023,Agent 23,C0172,Customer 172,P001,Product A1,29/08/2025,19,113.94,2164.86,0.0500,0.0200
T202508-01322,S022,Agent 22,C0135,Customer 135,P002,Product A2,2025-08-02,6,77.50,465.00,0.0500,0.0200
T202508-01323,S010,Agent 10,C0052,Customer 52,P020,Product B10,2025-08-09,20,183.40,3668.00,0.1000,0.0200
T202508-01324,S002,Agent 2,C0120,Customer 120,P017,Product B7,2025-08-03,1,144.35,144.35,0.1000,0.0200
T202508-01325,S013,Agent 13,C0170,Customer 170,P007,Product A7,2025-08-12,22,52.65,1158.30,0.0500,0.0200
T202508-01326,S028,Agent 28,C0028,Customer 28,P001,Product A1,2025-08-13,21,113.94,2392.74,0.0500,0.0200
T202508-01327,S008,Agent 8,C0098,Customer 98,P013,Product B3,2025-08-04,23,194.87,4482.01,0.1000,0.0200
T202508-01328,S029,Agent 29,C0081,Customer 81,P013,Product B3,2025-08-18,20,194.87,3897.40,0.1300,0.0200
T202508-01329,S003,Agent 3,C0048,Customer 48,P005,Product A5,2025-08-18,15,92.19,1382.85,0.0500,0.0200
T202508-01330,S030,Agent 30,C0183,Customer 183,P001,Product A1,2025-08-30,8,113.94,911.52,0.0500,0.0200
T202508-01331,S017,Agent 17,C0079,Customer 79,P009,Product A9,2025/08/24,13,72.04,936.52,0.0500,0.0200
T202508-01332,S006,Agent 6,C0005,Customer 5,P009,Product A9,08-12-25,12,72.04,864.48,0.0500,0.0200
T202508-01333,S021,Agent 21,C0078,Customer 78,P006,Product A6,2025-08-09,17,71.86,1221.62,0.0700,0.0200
T202508-01334,S026,Agent 26,C0016,Customer 16,P016,Product B6,08-29-25,13,176.86,2299.18,0.1000,0.0200
T202508-01335,S027,Agent 27,C0008,Customer 8,P028,Product C8,2025-08-08,9,88.32,794.88,0.0000,0.0200
T202508-01336,S005, Agent 5 ,C0088,Customer 88  ,P025,Product C5,2025-08-05,22,87.21,1918.62,0.0000,0.0200
T202508-01337,S003,Agent 3,C0187,Customer 187,P010,Product A10,2025/08/20,22,130.94,2880.68,0.0500,0.0200
T202508-01338,S028,Agent 28,C0161,Customer 161,P018,Product B8,08-Aug-2025,14,125.42,1755.88,0.1000,0.0200
T202508-01339,S019,Agent 19,C0040,Customer 40,P011,Product B1,2025-08-30,10,176.70,1767.00,0.1000,0.0200
T202508-01340,S020,Agent 20,C0085,Customer 85,P012,Product B2,2025/08/07,5,120.83,604.15,0.1000,0.0200
T202508-01341,S021,Agent 21,C0036,Customer 36,P015,Product B5,26/08/2025,22,181.70,3997.40,0.1000,0.0200
T202508-01342,S007,Agent 7,C0036,Customer 36,P008,Product A8,2025-08-29,23,114.99,2644.77,0.0500,0.0200
T202508-01343,S017,Agent 17  ,C0035, Customer 35 ,P011,Product B1,2025-08-05,25,176.70,4417.50,0.1000,0.0200
T202508-01344,S021,Agent 21,C0145,Customer 145,P026,Product C6,2025-08-03,11,63.32,696.52,0.0000,0.0200
T202508-01345,S018,Agent 18,,Customer 137,P028,Product C8,2025-08-06,4,88.32,353.28,0.0000,0.0200
T202508-01346,S011,Agent 11,C0215,Customer 215,P024,Product C4,2025-08-01,24,39.09,938.16,0.0200,0.0200
T202508-01347,S025,Agent 25  ,C0082, Customer 82 ,,Product C5,2025-08-31,14,87.21,1220.94,0.0000,0.0200
T202508-01348,S014,Agent 14,C0078,Customer 78,P012,Product B2,30/08/2025,21,120.83,2537.43,0.1000,0.0200
T202508-01349,S024, Agent 24 ,C0071,Customer 71  ,P004,Product A4,2025-08-04,7,139.22,974.54,0.0500,0.0200
T202508-01350,S005,Agent 5,C0048,Customer 48,P001,Product A1,2025-08-20,20,113.94,2278.80,0.0500,0.0200
T202508-01351,S009,Agent 9,C0156,Customer 156,P015,Product B5,20/08/2025,8,181.70,1453.60,0.1000,0.0200
T202508-01352,S008,Agent 8,C0060,Customer 60,P018,Product B8,03-Aug-2025,12,125.42,1505.04,0.1000,0.0200
T202508-01353,S023, Agent 23 ,C0200, Customer 200 ,P012,Product B2,2025/08/28,17,120.83,2054.11,0.1000,0.0200
T202508-01354,S020,Agent 20,C0121,Customer 121,P018,Product B8,2025-08-06,12,125.42,1505.04,0.1000,0.0200
T202508-01355,S028,Agent 28,C0100,Customer 100,P013,Product B3,2025-08-06,5,194.87,974.35,0.1000,0.0200
T202508-01356,S007,Agent 7,C0058,Customer 58,P001,Product A1,2025-08-01,25,113.94,2848.50,0.0500,0.0200
T202508-01357,S030,Agent 30,C0070,Customer 70,,Product C8,2025-08-24,8,88.32,706.56,0.0000,0.0200
T202508-01358,S022,Agent 22,C0052,Customer 52,,Product B9,2025-08-06,3,179.53,538.59,0.1000,0.0200
T202508-01359,S030,Agent 30,C0113,Customer 113,P024,Product C4,2025-08-23,16,30.09,481.44,0.0000,0.0200
T202508-01360,S011,Agent 11,C0118,Customer 118,P025,Product C5,2025-08-13,14,87.21,1220.94,0.0000,0.0200
T202508-01361,S025,Agent 25,C0011,Customer 11,P016,Product B6,2025-08-24,13,176.86,2299.18,0.1000,0.0200
T202508-01362,S011,Agent 11,C0101,Customer 101,P016,Product B6,2025-08-19,24,176.86,4244.64,0.1000,0.0200
T202508-01363,S020,Agent 20,C0138,Customer 138,P014,Product B4,2025/08/26,23,91.13,2095.99,0.1000,0.0200
T202508-01364,S002,Agent 2,C0134,Customer 134,P003,Product A3,27-Aug-2025,15,123.65,1854.75,0.0500,0.0200
T202508-01365,S029,Agent 29,C0011,Customer 11,P024,Product C4,2025-08-17,8,39.09,312.72,0.0000,0.0200
T202508-01366,S018,Agent 18,C0102,Customer 102,P030,Product C10,2025-08-18,2,44.71,89.42,0.0000,0.0200
T202508-01367,S013,Agent 13,C0133,Customer 133,P020,Product B10,2025-08-07,2,154.00,308.00,0.1000,0.0200
T202508-01368,S010, Agent 10 ,C0113, Customer 113 ,P010,Product A10,2025-08-25,10,130.94,1309.40,0.0500,0.0200
T202508-01369,S027,Agent 27,C0074,Customer 74,P012,Product B2,2025-08-10,14,120.83,1691.62,0.1000,0.0200
T202508-01370,S020,Agent 20,C0014,Customer 14,P018,Product B8,15/08/2025,5,125.42,627.10,0.1000,0.0200
T202508-01371,S027,Agent 27,C0166,Customer 166,P012,Product B2,2025-08-17,24,120.83,2899.92,0.1000,0.0200
T202508-01372,S004,Agent 4,C0047,Customer 47,P020,Product B10,2025-08-18,23,160.70,3696.10,0.1000,0.0200
T202508-01373,S005,Agent 5,C0101,Customer 101,P011,Product B1,2025-08-01,15,176.70,2650.50,0.1000,0.0200
T202508-01374,S006,Agent 6,C0117,Customer 117,P015,Product B5,2025/08/29,23,181.70,4179.10,0.1000,0.0200
T202508-01375,S007,Agent 7,C0117,Customer 117,,Product A3,2025-08-23,11,123.65,1360.15,0.0500,0.0200
T202508-01376,S021,Agent 21,C0183,Customer 183,P020,Product B10,2025-08-24,23,183.40,4218.20,0.1000,0.0200
T202508-01377,S004,Agent 4,C0024,Customer 24,P003,Product A3,2025-08-21,15,123.65,1854.75,0.0500,0.0200
T202508-01378,S012,Agent 12  ,C0022, Customer 22 ,P014,Product B4,2025-08-24,13,91.13,1184.69,0.1000,0.0200
T202508-01379,S026,Agent 26,C0131,Customer 131,P016,Product B6,2025-08-13,6,176.86,1061.16,0.1000,0.0200
T202508-01380,S018,Agent 18,C0098,Customer 98,P002,Product A2,2025-08-30,6,77.50,465.00,0.0500,0.0200
T202508-01381,S011,Agent 11,C0145,Customer 145,P024,Product C4,2025-08-06,5,39.09,195.45,0.0000,0.0200
T202508-01382,S028,Agent 28,C0038,Customer 38,P005,Product A5,2025-08-02,23,92.19,2120.37,0.0500,0.0200
T202508-01383,S014,Agent 14,C0079,Customer 79,P008,Product A8,2025-08-31,25,114.99,2874.75,0.0500,0.0200
T202508-01384,S015,Agent 15,C0074,Customer 74,P016,Product B6,2025-08-29,4,176.86,707.44,0.1000,0.0200
T202508-01385,S005,Agent 5,C0052,Customer 52,P001,Product A1,2025-08-09,25,113.94,2848.50,0.0500,0.0200
T202508-01386,S001,Agent 1,C0118,Customer 118,P013,Product B3,18/08/2025,16,194.87,3117.92,0.1000,0.0200
T202508-01387,S026, Agent 26 ,C0002, Customer 2 ,P016,Product B6,2025-08-08,16,132.12,2113.92,0.1000,0.0200
T202508-01388,S007,Agent 7,C0151,Customer 151,P017,Product B7,2025-08-14,15,144.35,2165.25,0.1000,0.0200
T202508-01389,S015,Agent 15,C0021,Customer 21,P016,Product B6,2025-08-08,1,176.86,176.86,0.1300,0.0200
T202508-01390,S029,Agent 29,C0141,Customer 141,P007,Product A7,2025-08-18,21,52.65,1105.65,0.0500,0.0200
T202508-01391,S027,Agent 27,C0212,Customer 212,P006,Product A6,2025-08-05,6,71.86,431.16,0.0500,0.0200
T202508-01392,S002,Agent 2  ,,Customer 168  ,P009,Product A9,28-Aug-2025,5,72.04,360.20,0.0500,0.0200
T202508-01393,S002,Agent 2,C0171,Customer 171,P015,Product B5,08-10-25,20,181.70,3634.00,0.1300,0.0200
T202508-01394,S011,Agent 11,C0023,Customer 23,P002,Product A2,2025-08-06,14,77.50,1085.00,0.0500,0.0200
T202508-01395,S006,Agent 6,C0173,Customer 173,P008,Product A8,2025-08-23,22,114.99,2529.78,0.0500,0.0200
T202508-01396,S023, Agent 23 ,C0153, Customer 153 ,P015,Product B5,2025-08-06,18,181.70,3270.60,0.1000,0.0200
T202508-01397,S015,Agent 15,C0192,Customer 192,P015,Product B5,2025-08-03,2,181.70,363.40,0.1000,0.0200
T202508-01398,S025,Agent 25,C0077,Customer 77,P009,Product A9,2025-08-27,13,72.04,936.52,0.0500,0.0200
T202508-01399,S003,Agent 3,C0195,Customer 195,,Product B1,2025-08-03,18,176.70,3180.60,0.1000,0.0200
T202508-01400,S010,Agent 10,C0121,Customer 121,P004,Product A4,2025-08-28,23,139.22,3202.06,0.0800,0.0200
T202508-01401,S009,Agent 9,C0085,Customer 85,P014,Product B4,2025-08-07,17,91.13,1549.21,0.1000,0.0200
T202508-01402,S023,Agent 23,C0054,Customer 54,P016,Product B6,2025-08-19,4,176.86,707.44,0.1000,0.0200
T202508-01403,S024,Agent 24,C0162,Customer 162,P014,Product B4,2025-08-16,3,91.13,273.39,0.1000,0.0200
T202508-01404,S024,Agent 24,C0177,Customer 177,P016,Product B6,2025-08-10,23,176.86,4067.78,0.1200,0.0200
T202508-01405,S014,Agent 14,,Customer 156,P023,Product C3,2025-08-17,9,37.18,334.62,0.0000,0.0200
T202508-01406,S019,Agent 19,C0160,Customer 160,P009,Product A9,2025-08-20,5,72.04,360.20,0.0500,0.0200
T202508-01407,S019,Agent 19,C0128,Customer 128,P013,Product B3,2025-08-16,21,194.87,4092.27,0.1000,0.0200
T202508-01408,S016,Agent 16,C0207,Customer 207,P005,Product A5,2025-08-08,20,92.19,1843.80,0.0500,0.0200
T202508-01409,S023,Agent 23,,Customer 75,P029,Product C9,08-04-25,1,45.40,45.40,0.0000,0.0200
T202508-01410,S001,Agent 1,C0120,Customer 120,P016,Product B6,2025-08-24,4,176.86,707.44,0.1000,0.0200
T202508-01411,S028,Agent 28,C0054,Customer 54,P020,Product B10,2025/08/14,14,183.40,2567.60,0.1000,0.0200
T202508-01412,S002,Agent 2,C0086,Customer 86,P009,Product A9,2025-08-07,21,72.04,1512.84,0.0500,0.0200
T202508-01413,S001,Agent 1,C0164,Customer 164,P006,Product A6,2025-08-09,10,71.86,718.60,0.0500,0.0200
T202508-01414,S026,Agent 26,C0018,Customer 18,P008,Product A8,2025-08-18,17,114.99,1954.83,0.0500,0.0200
T202508-01415,S011,Agent 11,C0197,Customer 197,P001,Product A1,2025-08-11,22,113.94,2506.68,0.0500,0.0200
T202508-01416,S011,Agent 11,C0102,Customer 102,P019,Product B9,2025-08-31,20,179.53,3590.60,0.1000,0.0200
T202508-01417,S001,Agent 1,C0214,Customer 214,P005,Product A5,08-27-25,11,92.19,1014.09,0.0500,0.0200
T202508-01418,S011,Agent 11,C0173,Customer 173,P012,Product B2,2025-08-26,16,120.83,1933.28,0.1000,0.0200
T202508-01419,S002,Agent 2,C0166,Customer 166,P004,Product A4,2025-08-21,5,139.22,696.10,0.0500,0.0200
T202508-01420,S015, Agent 15 ,C0138, Customer 138 ,P025,Product C5,2025-08-26,15,87.21,1308.15,0.0000,0.0200
T202508-01421,S027,Agent 27,C0106,Customer 106,P027,Product C7,2025-08-27,2,54.03,108.06,0.0000,0.0200
T202508-01422,S017,Agent 17,C0077,Customer 77,P015,Product B5,2025-08-11,22,181.70,3997.40,0.1000,0.0200
T202508-01423,S018,Agent 18,C0138,Customer 138,P001,Product A1,22/08/2025,19,113.94,2164.86,0.0500,0.0200
T202508-01424,S011,Agent 11,C0205,Customer 205,P026,Product C6,08-03-25,12,63.32,759.84,0.0000,0.0200
T202508-01425,S005,Agent 5,C0072,Customer 72,P023,Product C3,2025-08-13,11,37.18,408.98,0.0000,0.0200
T202508-01426,S021,Agent 21,C0137,Customer 137,P023,Product C3,20/08/2025,19,37.18,706.42,0.0000,0.0200
T202508-01427,S013,Agent 13,C0048,Customer 48,P015,Product B5,2025/08/10,25,151.90,3797.50,0.1000,0.0200
T202508-01428,S023,Agent 23,C0220,Customer 220,P008,Product A8,2025-08-09,2,114.99,229.98,0.0500,0.0200
T202508-01429,S014,Agent 14,C0023,Customer 23,P013,Product B3,2025-08-12,8,194.87,1558.96,0.1000,0.0200
T202508-01430,S015,Agent 15,C0213,Customer 213,P028,Product C8,2025-08-17,7,88.32,618.24,0.0000,0.0200
T202508-01431,S010,Agent 10,C0045,Customer 45,P003,Product A3,2025-08-25,2,123.65,247.30,0.0500,0.0200
T202508-01432,S007,Agent 7,C0024,Customer 24,P012,Product B2,2025-08-26,1,120.83,120.83,0.1000,0.0200
T202508-01433,S016,Agent 16,C0129,Customer 129,P004,Product A4,2025-08-30,11,139.22,1531.42,0.0500,0.0200
T202508-01434,S016,Agent 16,C0188,Customer 188,P024,Product C4,25-Aug-2025,10,39.09,390.90,0.0000,0.0200
T202508-01435,S011,Agent 11,C0037,Customer 37,P020,Product B10,2025/08/27,4,183.40,733.60,0.1000,0.0200
T202508-01436,S017,Agent 17,C0174,Customer 174,P030,Product C10,2025/08/24,7,44.71,312.97,0.0000,0.0200
T202508-01437,S002,Agent 2,C0118,Customer 118,P010,Product A10,2025-08-04,17,130.94,2225.98,0.0500,0.0200
T202508-01438,S001,Agent 1,C0080,Customer 80,P027,Product C7,2025-08-28,22,54.03,1188.66,0.0000,0.0200
T202508-01439,S020,Agent 20,C0023,Customer 23,P009,Product A9,2025-08-04,2,72.04,144.08,0.0500,0.0200
T202508-01440,S017,Agent 17,C0197,Customer 197,P017,Product B7,2025-08-01,10,144.35,1443.50,0.1300,0.0200
T202508-01441,S019, Agent 19 ,C0195,Customer 195  ,P008,Product A8,2025-08-11,7,114.99,804.93,0.0500,0.0200
T202508-01442,S007,Agent 7,C0050,Customer 50,P008,Product A8,2025-08-11,18,114.99,2069.82,0.0500,0.0200
T202508-01443,S025,Agent 25,C0113,Customer 113,P017,Product B7,05/08/2025,9,144.35,1299.15,0.1000,0.0200
T202508-01444,S006,Agent 6,C0071,Customer 71,P003,Product A3,2025-08-18,20,123.65,2473.00,0.0500,0.0200
T202508-01445,S017,Agent 17,C0027,Customer 27,P006,Product A6,2025-08-18,12,71.86,862.32,0.0500,0.0200
T202508-01446,S011,Agent 11,C0070,Customer 70,P004,Product A4,2025-08-26,23,139.22,3202.06,0.0700,0.0200
T202508-01447,S010,Agent 10,C0147,Customer 147,P007,Product A7,08-10-25,3,52.65,157.95,0.0500,0.0200
T202508-01448,S020,Agent 20,C0087,Customer 87,P014,Product B4,2025-08-05,2,65.14,130.28,0.1000,0.0200
T202508-01449,S001,Agent 1,C0121,Customer 121,P026,Product C6,2025-08-04,2,63.32,126.64,0.0000,0.0200
T202508-01450,S013,Agent 13,C0014,Customer 14,P003,Product A3,2025-08-06,13,123.65,1607.45,0.0500,0.0200
T202508-01451,S023,Agent 23,C0153,Customer 153,P025,Product C5,2025-08-27,21,87.21,1831.41,0.0000,0.0200
T202508-01452,S023,Agent 23,C0180,Customer 180,P012,Product B2,2025-08-10,12,120.83,1449.96,0.1000,0.0200
T202508-01453,S011, Agent 11 ,C0210,Customer 210  ,P005,Product A5,2025-08-22,25,92.19,2304.75,0.0500,0.0200
T202508-01454,S026,Agent 26,C0137,Customer 137,P002,Product A2,08-25-25,25,77.50,1937.50,0.0500,0.0200
T202508-01455,S015,Agent 15,C0146,Customer 146,P004,Product A4,2025-08-15,23,139.22,3202.06,0.0500,0.0200
T202508-01456,S004,Agent 4,,Customer 117,P008,Product A8,2025-08-23,21,114.99,2414.79,0.0500,0.0200
T202508-01457,S025,Agent 25,C0120,Customer 120,P012,Product B2,2025-08-05,8,120.83,966.64,0.1000,0.0200
T202508-01458,S028,Agent 28,C0158,Customer 158,P007,Product A7,2025-08-13,12,52.65,631.80,0.0500,0.0200
T202508-01459,S006,Agent 6,C0180,Customer 180,P026,Product C6,26/08/2025,11,63.32,696.52,0.0000,0.0200
T202508-01460,S028,Agent 28,C0084,Customer 84,P012,Product B2,2025-08-03,1,120.83,120.83,0.1000,0.0200
T202508-01461,S016,Agent 16,C0029,Customer 29,P009,Product A9,2025-08-28,15,72.04,1080.60,0.0500,0.0200
T202508-01462,S006,Agent 6,C0073,Customer 73,P020,Product B10,08-19-25,20,183.40,3668.00,0.1000,0.0200
T202508-01463,S005,Agent 5,C0131,Customer 131,P003,Product A3,2025-08-26,23,123.65,2843.95,0.0500,0.0200
T202508-01464,S004,Agent 4,C0084,Customer 84,P014,Product B4,2025-08-26,3,77.34,232.02,0.1000,0.0200
T202508-01465,S010,Agent 10,C0137,Customer 137,P012,Product B2,2025-08-14,19,120.83,2295.77,0.1000,0.0200
T202508-01466,S008,Agent 8,,Customer 159,,Product A7,16/08/2025,6,52.65,315.90,0.0500,0.0200
T202508-01467,S013,Agent 13,C0017,Customer 17,P009,Product A9,2025-08-19,23,72.04,1656.92,0.0800,0.0200
T202508-01468,S014,Agent 14,C0201,Customer 201,P030,Product C10,2025-08-26,19,44.71,849.49,0.0000,0.0200
T202508-01469,S011,Agent 11,C0140,Customer 140,P018,Product B8,2025-08-22,6,125.42,752.52,0.1000,0.0200
T202508-01470,S022,Agent 22,C0020,Customer 20,P019,Product B9,2025/08/19,23,179.53,4129.19,0.1000,0.0200
T202508-01471,S027,Agent 27  ,C0125,Customer 125  ,P003,Product A3,2025-08-15,20,123.65,2473.00,0.0500,0.0200
T202508-01472,S011,Agent 11,C0143,Customer 143,P003,Product A3,2025-08-06,15,123.65,1854.75,0.0500,0.0200
T202508-01473,S010,Agent 10,C0104,Customer 104,P002,Product A2,08-22-25,4,77.50,310.00,0.0500,0.0200
T202508-01474,S027,Agent 27,C0153,Customer 153,P020,Product B10,2025-08-11,13,183.40,2384.20,0.1000,0.0200
T202508-01475,S016,Agent 16  ,C0166, Customer 166 ,P017,Product B7,2025-08-07,3,144.35,433.05,0.1000,0.0200
T202508-01476,S027, Agent 27 ,C0036,Customer 36  ,P025,Product C5,08-21-25,25,87.21,2180.25,0.0000,0.0200
T202508-01477,S026,Agent 26,C0001,Customer 1,P019,Product B9,2025-08-05,22,140.45,3089.90,0.1000,0.0200
T202508-01478,S015,Agent 15,C0137,Customer 137,P008,Product A8,2025-08-19,20,114.99,2299.80,0.0500,0.0200
T202508-01479,S015,Agent 15,C0051,Customer 51,P006,Product A6,2025-08-10,11,71.86,790.46,0.0500,0.0200
T202508-01480,S019,Agent 19,C0204,Customer 204,P026,Product C6,08-30-25,10,63.32,633.20,0.0000,0.0200
T202508-01481,S030,Agent 30,C0112,Customer 112,P018,Product B8,2025-08-03,12,125.42,1505.04,0.1000,0.0200
T202508-01482,S019,Agent 19,C0003,Customer 3,P016,Product B6,2025-08-13,17,176.86,3006.62,0.1000,0.0200
T202508-01483,S028,Agent 28,C0033,Customer 33,P023,Product C3,2025-08-12,2,37.18,74.36,0.0000,0.0200
T202508-01484,S029,Agent 29,C0141,Customer 141,P029,Product C9,2025-08-23,1,45.40,45.40,0.0000,0.0200
T202508-01485,S018,Agent 18,C0211,Customer 211,P029,Product C9,28-Aug-2025,4,45.40,181.60,0.0000,0.0200
T202508-01486,S010,Agent 10,C0008,Customer 8,P006,Product A6,19-Aug-2025,23,71.86,1652.78,0.0500,0.0200
T202508-01487,S013,Agent 13,C0161,Customer 161,,Product A8,2025-08-13,13,114.99,1494.87,0.0500,0.0200
T202508-01488,S013,Agent 13,C0112,Customer 112,P014,Product B4,2025-08-06,22,91.13,2004.86,0.1000,0.0200
T202508-01489,S016,Agent 16,C0036,Customer 36,P005,Product A5,08-27-25,13,92.19,1198.47,0.0500,0.0200
T202508-01490,S030,Agent 30,C0093,Customer 93,P022,Product C2,2025/08/10,5,50.51,252.55,0.0000,0.0200
T202508-01491,S028,Agent 28,C0172,Customer 172,P004,Product A4,2025-08-03,1,139.22,139.22,0.0500,0.0200
T202508-01492,S021,Agent 21,C0005,Customer 5,P004,Product A4,2025-08-22,16,139.22,2227.52,0.0500,0.0200
T202508-01493,S014,Agent 14,C0035,Customer 35,P003,Product A3,2025-08-26,21,123.65,2596.65,0.0500,0.0200
T202508-01494,S014,Agent 14,C0117,Customer 117,P025,Product C5,08-20-25,23,87.21,2005.83,0.0000,0.0200
T202508-01495,S030,Agent 30,C0109,Customer 109,P016,Product B6,2025-08-17,15,176.86,2652.90,0.1000,0.0200
T202508-01496,S014,Agent 14,C0142,Customer 142,P022,Product C2,2025-08-12,13,50.51,656.63,0.0000,0.0200
T202508-01497,S008,Agent 8,C0048,Customer 48,P011,Product B1,2025-08-19,1,176.70,176.70,0.1000,0.0200
T202508-01498,S016,Agent 16,C0217,Customer 217,P019,Product B9,2025-08-17,23,179.53,4129.19,0.1000,0.0200
T202508-01499,S009,Agent 9,C0106,Customer 106,P027,Product C7,2025-08-12,19,54.03,1026.57,0.0000,0.0200
T202508-01500,S002,Agent 2,C0010,Customer 10,P015,Product B5,2025-08-12,23,181.70,4179.10,0.1000,0.0200
T202508-01501,S004,Agent 4,C0149,Customer 149,P013,Product B3,2025-08-03,23,194.87,4482.01,0.1000,0.0200
T202508-01502,S005,Agent 5,C0187,Customer 187,P019,Product B9,2025-08-25,25,179.53,4488.25,0.1000,0.0200
T202508-01503,S009,Agent 9,C0120,Customer 120,P013,Product B3,2025-08-29,17,194.87,3312.79,0.1000,0.0200
T202508-01504,S020,Agent 20,C0023,Customer 23,P007,Product A7,2025-08-24,21,52.65,1105.65,0.0500,0.0200
T202508-01505,S022,Agent 22,C0172,Customer 172,P002,Product A2,2025-08-18,21,77.50,1627.50,0.0500,0.0200
T202508-01506,S026,Agent 26  ,C0149, Customer 149 ,P008,Product A8,08-29-25,2,114.99,229.98,0.0500,0.0200
T202508-01507,S011,Agent 11,C0137,Customer 137,P020,Product B10,08-15-25,16,183.40,2934.40,0.1000,0.0200
T202508-01508,S017,Agent 17,C0121,Customer 121,P015,Product B5,2025/08/14,11,181.70,1998.70,0.1000,0.0200
T202508-01509,S012,Agent 12,C0205,Customer 205,P008,Product A8,2025-08-02,6,114.99,689.94,0.0500,0.0200
T202508-01510,S023,Agent 23,C0153,Customer 153,P019,Product B9,2025-08-26,24,179.53,4308.72,0.1000,0.0200
T202508-01511,S019,Agent 19,,Customer 67,P002,Product A2,2025-08-19,16,77.50,1240.00,0.0500,0.0200
T202508-01512,S006,Agent 6,C0147,Customer 147,P002,Product A2,2025-08-26,10,68.50,685.00,0.0500,0.0200
T202508-01513,S024,Agent 24,C0160,Customer 160,P001,Product A1,2025-08-03,16,113.94,1823.04,0.0500,0.0200
T202508-01514,S005,Agent 5,C0130,Customer 130,P002,Product A2,2025-08-09,9,77.50,697.50,0.0500,0.0200
T202508-01515,S005,Agent 5  ,C0158, Customer 158 ,P008,Product A8,2025-08-01,9,114.99,1034.91,0.0500,0.0200
T202508-01516,S024,Agent 24,C0029,Customer 29,P016,Product B6,2025-08-24,19,176.86,3360.34,0.1000,0.0200
T202508-01517,S005,Agent 5,C0169,Customer 169,P012,Product B2,09-Aug-2025,6,120.83,724.98,0.1000,0.0200
T202508-01518,S026,Agent 26,C0180,Customer 180,P006,Product A6,2025-08-26,6,71.86,431.16,0.0500,0.0200
